181.910864	-31.361222
180.015828	-27.807686
181.092745	-30.937462
178.577813	-30.459842
180.858742	-30.733032
178.924165	-30.233638
179.412448	-29.573242
178.130984	-28.271315
182.561824	-28.009655
181.864336	-29.299202
178.331087	-29.678329
178.974252	-28.220002
177.448029	-28.299401
180.199206	-31.662197
179.893125	-31.628844
179.777271	-31.943856
180.231966	-28.939623
179.307342	-28.040882
178.053538	-30.495207
180.346632	-29.731210
180.732979	-32.135065
178.929589	-28.007184
178.443649	-31.111021
177.449479	-28.459753
181.860540	-28.392837
182.260785	-29.227628
178.912606	-29.645514
177.798954	-27.785862
181.796682	-31.132129
181.617437	-29.762980
181.770569	-28.461013
179.387412	-28.978077
180.587376	-31.918636
178.391472	-32.188979
178.587026	-28.918200
180.771767	-31.057945
177.823747	-30.024108
182.334550	-28.101122
177.524969	-30.747831
181.271188	-27.922093
180.201024	-28.563917
178.379783	-28.983483
182.100139	-29.255451
178.825097	-31.997297
179.369798	-29.384812
182.370437	-31.602553
178.606103	-29.477724
177.626765	-28.293445
177.741422	-28.139048
178.831476	-28.836590
181.483975	-31.593466
180.365703	-30.537888
180.693735	-30.054960
180.283361	-28.225297
179.357555	-32.061585
178.791496	-31.832010
182.244798	-29.149324
178.506499	-30.636416
177.767652	-29.027387
181.279062	-28.047468
181.462491	-31.795251
180.224808	-29.324681
179.263174	-28.312226
182.295330	-30.119341
181.183748	-31.542754
182.550805	-32.241452
181.037742	-30.883447
179.484973	-30.930826
181.811478	-31.805019
177.531683	-29.436285
180.374338	-28.240629
178.057965	-28.156619
179.747007	-30.244760
177.751884	-27.721993
180.556255	-29.735939
178.030523	-29.977563
179.022162	-28.290407
179.807140	-32.123682
181.391755	-28.392466
178.300275	-27.735031
181.751000	-31.070494
182.078024	-31.109384
177.728281	-27.925543
180.238205	-28.971550
180.863706	-31.480611
179.779121	-30.377041
181.627007	-31.309356
181.430706	-31.229002
178.591090	-28.285672
181.028376	-28.033986
179.410879	-27.800898
179.304767	-31.146271
178.048335	-28.441306
178.788299	-28.577895
181.437588	-28.898482
181.453138	-31.195429
180.786971	-28.402194
181.088195	-30.776475
180.674648	-28.949759
181.477586	-28.585269
178.809759	-28.397134
177.822862	-28.857147
180.414215	-31.721622
179.052289	-28.013291
178.518848	-29.147721
179.932778	-29.797759
180.388353	-32.094464
180.317985	-27.994090
181.257661	-29.589551
179.426670	-30.975707
178.369584	-28.840206
179.843139	-28.043414
179.503839	-29.538616
181.701508	-31.550425
179.205235	-31.309870
181.489937	-29.016148
179.703812	-31.122077
179.593443	-31.433756
179.254764	-29.728809
178.662977	-29.230172
180.639451	-28.863584
181.466532	-29.184447
178.704907	-31.409452
178.457904	-29.875892
178.359205	-28.991007
178.947811	-29.617020
181.096456	-28.399178
181.165287	-30.637360
177.392137	-31.626955
178.727421	-31.761372
178.884713	-30.692238
180.185464	-28.276052
182.305784	-29.794759
181.770769	-27.994066
181.413813	-29.198373
178.374624	-31.161550
182.005567	-29.717203
182.297727	-31.729895
182.417673	-28.030325
182.462433	-30.035433
182.126791	-29.981351
181.261733	-31.010244
178.031209	-31.710201
180.254161	-31.373446
177.634088	-30.804273
182.306952	-30.116027
178.089003	-28.148518
181.206893	-30.127503
182.325523	-29.640380
177.577853	-27.954735
181.300827	-30.832134
180.053154	-28.604518
180.791755	-30.062966
179.469531	-32.219294
178.597959	-31.457571
180.816183	-27.826908
178.421423	-31.893584
178.212303	-30.652241
177.841405	-30.489599
177.701902	-28.578843
179.793274	-32.163355
179.769410	-29.119319
179.299604	-29.076423
179.313628	-28.840787
179.281847	-28.162921
178.291156	-31.452286
182.598973	-31.929133
177.660304	-29.978535
181.755772	-27.939007
180.836601	-31.202254
181.154487	-30.337205
181.126522	-31.716769
180.353135	-31.770041
178.625836	-30.382562
180.512780	-29.110740
179.332749	-31.939277
181.109282	-29.191842
178.017418	-28.201147
180.071624	-29.688090
181.228163	-32.001493
181.729519	-31.534504
179.178251	-30.745714
177.723992	-29.470094
178.079067	-31.916359
180.570678	-31.012382
181.471617	-30.678240
178.252856	-30.459858
179.963466	-29.207416
178.219242	-28.853028
178.599054	-29.145489
180.171357	-28.289301
182.136766	-29.607789
182.164451	-31.665951
179.827157	-28.659652
180.928873	-28.016463
181.080737	-31.078366
177.629400	-29.690919
181.948336	-28.356531
177.845069	-29.409898
181.345770	-31.573910
182.333752	-29.531319
181.241561	-30.237635
181.080781	-29.192854
178.200021	-30.922024
179.296874	-30.238469
179.020132	-29.263659
177.563039	-30.531469
181.510013	-27.872821
177.636301	-31.625236
177.612924	-30.889479
178.460494	-30.686458
179.591770	-28.099828
